	L1	L2	L3	L4	incivility
0	0.75	0.0	0.25	0.0	0.25
1	0.85	0.1	0.0	0.05	0.0
2	0.5	0.0	0.0	0.5	0.5
3	0.875	0.0	0.0	0.125	0.1875
4	0.4	0.2	0.2	0.2	0.0
5	0.6129032258064516	0.1935483870967742	0.12903225806451613	0.06451612903225806	0.16129032258064516
6	0.75	0.25	0.0	0.0	0.0
7	0.9622641509433962	0.018867924528301886	0.018867924528301886	0.0	0.33962264150943394
8	0.9375	0.0	0.0	0.0625	0.1875
9	0.0	0.5	0.0	0.5	0.0
10	0.8	0.2	0.0	0.0	0.4
11	0.6666666666666666	0.0	0.0	0.3333333333333333	0.3333333333333333
12	0.9491525423728814	0.01694915254237288	0.01694915254237288	0.01694915254237288	0.3559322033898305
13	0.6818181818181818	0.06818181818181818	0.20454545454545456	0.045454545454545456	0.22727272727272727
14	0.6666666666666666	0.3333333333333333	0.0	0.0	1.0
15	0.9433962264150944	0.018867924528301886	0.018867924528301886	0.018867924528301886	0.32075471698113206
16	0.9795918367346939	0.02040816326530612	0.0	0.0	0.3469387755102041
17	0.9807692307692307	0.0	0.019230769230769232	0.0	0.17307692307692307
18	0.7692307692307693	0.07692307692307693	0.0	0.15384615384615385	0.23076923076923078
19	0.5	0.0	0.5	0.0	0.0
20	0.9791666666666666	0.0	0.020833333333333332	0.0	0.2708333333333333
21	0.9	0.0	0.05	0.05	0.4
22	0.9622641509433962	0.018867924528301886	0.018867924528301886	0.0	0.4716981132075472
23	0.9285714285714286	0.0	0.0	0.07142857142857142	0.07142857142857142
24	0.0	0.88	0.0	0.12	0.0
25	0.6923076923076923	0.0	0.07692307692307693	0.23076923076923078	0.11538461538461539
26	0.47619047619047616	0.42857142857142855	0.0	0.09523809523809523	0.23809523809523808
27	0.5	0.0	0.0	0.5	0.0
28	0.9649122807017544	0.0	0.017543859649122806	0.017543859649122806	0.3508771929824561
29	0.9215686274509803	0.0196078431372549	0.0196078431372549	0.0392156862745098	0.13725490196078433
30	0.7586206896551724	0.017241379310344827	0.1896551724137931	0.034482758620689655	0.3103448275862069
31	0.9166666666666666	0.0	0.0	0.08333333333333333	0.25
32	0.85	0.0	0.1	0.05	0.26666666666666666
33	0.8478260869565217	0.10869565217391304	0.043478260869565216	0.0	0.17391304347826086
34	0.9361702127659575	0.06382978723404255	0.0	0.0	0.14893617021276595
35	0.75	0.0	0.25	0.0	0.0
36	0.8928571428571429	0.10714285714285714	0.0	0.0	0.05357142857142857
37	0.36363636363636365	0.3181818181818182	0.22727272727272727	0.09090909090909091	0.045454545454545456
38	0.9696969696969697	0.015151515151515152	0.0	0.015151515151515152	0.07575757575757576
39	0.0	0.6	0.3	0.1	0.2
40	0.6363636363636364	0.07272727272727272	0.2727272727272727	0.01818181818181818	0.12727272727272726
41	0.9558823529411765	0.04411764705882353	0.0	0.0	0.22058823529411764
42	0.5094339622641509	0.11320754716981132	0.32075471698113206	0.05660377358490566	0.37735849056603776
43	0.8	0.2	0.0	0.0	0.0
44	0.875	0.0	0.125	0.0	0.0
45	0.0	0.6666666666666666	0.0	0.3333333333333333	0.0
46	0.9230769230769231	0.07692307692307693	0.0	0.0	0.0
47	0.9852941176470589	0.0	0.0	0.014705882352941176	0.07352941176470588
48	0.9814814814814815	0.018518518518518517	0.0	0.0	0.14814814814814814
49	0.9821428571428571	0.017857142857142856	0.0	0.0	0.19642857142857142
50	0.9772727272727273	0.0	0.022727272727272728	0.0	0.06818181818181818
51	0.890625	0.109375	0.0	0.0	0.078125
52	0.8571428571428571	0.14285714285714285	0.0	0.0	0.0
53	0.25	0.75	0.0	0.0	0.0
54	0.42857142857142855	0.2857142857142857	0.0	0.2857142857142857	0.0
55	0.86	0.06	0.06	0.02	0.02
56	0.14285714285714285	0.2857142857142857	0.0	0.5714285714285714	0.0
57	0.9696969696969697	0.0	0.015151515151515152	0.015151515151515152	0.3939393939393939
58	0.875	0.0625	0.041666666666666664	0.020833333333333332	0.25
59	0.625	0.25	0.0	0.125	0.5
60	0.9818181818181818	0.01818181818181818	0.0	0.0	0.14545454545454545
61	0.9850746268656716	0.0	0.0	0.014925373134328358	0.16417910447761194
62	0.8793103448275862	0.06896551724137931	0.0	0.05172413793103448	0.20689655172413793
63	0.9375	0.0625	0.0	0.0	0.125
64	0.9230769230769231	0.02564102564102564	0.02564102564102564	0.02564102564102564	0.3333333333333333
65	0.975609756097561	0.0	0.024390243902439025	0.0	0.43902439024390244
66	0.9090909090909091	0.0	0.09090909090909091	0.0	0.2727272727272727
67	0.7894736842105263	0.12280701754385964	0.017543859649122806	0.07017543859649122	0.2631578947368421
68	0.9814814814814815	0.0	0.0	0.018518518518518517	0.14814814814814814
69	0.9565217391304348	0.021739130434782608	0.021739130434782608	0.0	0.21739130434782608
70	0.2	0.0	0.0	0.8	0.0
71	0.9130434782608695	0.021739130434782608	0.043478260869565216	0.021739130434782608	0.30434782608695654
72	0.7916666666666666	0.041666666666666664	0.16666666666666666	0.0	0.25
73	0.9487179487179487	0.038461538461538464	0.0	0.01282051282051282	0.16666666666666666
74	0.0	0.5	0.0	0.5	0.0
75	0.98	0.02	0.0	0.0	0.34
76	0.05454545454545454	0.8	0.07272727272727272	0.07272727272727272	0.10909090909090909
77	0.7692307692307693	0.15384615384615385	0.07692307692307693	0.0	0.0
78	0.6666666666666666	0.0	0.0	0.3333333333333333	0.3333333333333333
79	0.9230769230769231	0.05128205128205128	0.02564102564102564	0.0	0.1282051282051282
80	0.9818181818181818	0.01818181818181818	0.0	0.0	0.09090909090909091
81	0.875	0.125	0.0	0.0	0.375
82	0.9642857142857143	0.017857142857142856	0.017857142857142856	0.0	0.10714285714285714
83	0.9803921568627451	0.0	0.0	0.0196078431372549	0.09803921568627451
84	0.4	0.0	0.0	0.6	0.0
85	0.4444444444444444	0.3333333333333333	0.0	0.2222222222222222	0.2222222222222222
86	0.9433962264150944	0.05660377358490566	0.0	0.0	0.1320754716981132
87	0.9038461538461539	0.038461538461538464	0.0	0.057692307692307696	0.11538461538461539
88	0.9821428571428571	0.0	0.017857142857142856	0.0	0.2857142857142857
89	0.5	0.0	0.0	0.5	0.5
90	0.0	0.74	0.2	0.06	0.18
91	0.9056603773584906	0.03773584905660377	0.0	0.05660377358490566	0.1509433962264151
92	0.5	0.3333333333333333	0.16666666666666666	0.0	0.16666666666666666
93	0.5789473684210527	0.3157894736842105	0.05263157894736842	0.05263157894736842	0.0
94	0.9375	0.020833333333333332	0.041666666666666664	0.0	0.25
95	0.8653846153846154	0.057692307692307696	0.038461538461538464	0.038461538461538464	0.07692307692307693
96	0.9	0.1	0.0	0.0	0.15
97	0.9491525423728814	0.05084745762711865	0.0	0.0	0.1016949152542373
98	0.9782608695652174	0.0	0.021739130434782608	0.0	0.2391304347826087
99	0.96875	0.015625	0.0	0.015625	0.125
100	0.6666666666666666	0.3333333333333333	0.0	0.0	0.0
101	0.8333333333333334	0.0	0.0	0.16666666666666666	0.0
102	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.0	0.3333333333333333
103	0.5	0.5	0.0	0.0	0.0
104	0.9607843137254902	0.0	0.0	0.0392156862745098	0.0784313725490196
105	0.9818181818181818	0.0	0.01818181818181818	0.0	0.2727272727272727
106	0.9230769230769231	0.07692307692307693	0.0	0.0	0.0
107	0.9772727272727273	0.022727272727272728	0.0	0.0	0.3181818181818182
108	0.9852941176470589	0.014705882352941176	0.0	0.0	0.19117647058823528
109	0.9629629629629629	0.037037037037037035	0.0	0.0	0.14814814814814814
110	0.9259259259259259	0.018518518518518517	0.05555555555555555	0.0	0.5370370370370371
111	0.7857142857142857	0.05357142857142857	0.14285714285714285	0.017857142857142856	0.19642857142857142
112	0.8888888888888888	0.1111111111111111	0.0	0.0	0.0
113	0.8717948717948718	0.05128205128205128	0.05128205128205128	0.02564102564102564	0.05128205128205128
114	0.95	0.0	0.0	0.05	0.05
115	0.6666666666666666	0.3333333333333333	0.0	0.0	0.0
116	0.9523809523809523	0.047619047619047616	0.0	0.0	0.19047619047619047
117	0.5283018867924528	0.16981132075471697	0.16981132075471697	0.1320754716981132	0.18867924528301888
118	0.9615384615384616	0.019230769230769232	0.019230769230769232	0.0	0.23076923076923078
119	0.16666666666666666	0.6666666666666666	0.0	0.16666666666666666	0.0
120	0.9166666666666666	0.0	0.0	0.08333333333333333	0.16666666666666666
121	0.94	0.02	0.0	0.04	0.12
122	0.9333333333333333	0.0	0.06666666666666667	0.0	0.4666666666666667
123	0.03773584905660377	0.6981132075471698	0.22641509433962265	0.03773584905660377	0.16981132075471697
124	0.6666666666666666	0.0	0.3333333333333333	0.0	0.0
125	0.8	0.2	0.0	0.0	0.0
126	0.6470588235294118	0.08823529411764706	0.17647058823529413	0.08823529411764706	0.08823529411764706
127	0.5	0.0	0.5	0.0	0.5
128	0.5714285714285714	0.2857142857142857	0.14285714285714285	0.0	0.2857142857142857
129	0.5	0.0	0.0	0.5	0.0
130	0.8461538461538461	0.0	0.0	0.15384615384615385	0.07692307692307693
131	0.9230769230769231	0.02564102564102564	0.02564102564102564	0.02564102564102564	0.1794871794871795
132	0.9166666666666666	0.08333333333333333	0.0	0.0	0.08333333333333333
133	0.5	0.0	0.5	0.0	0.0
134	0.9636363636363636	0.0	0.03636363636363636	0.0	0.38181818181818183
135	0.7741935483870968	0.03225806451612903	0.1774193548387097	0.016129032258064516	0.3064516129032258
136	0.75	0.25	0.0	0.0	0.0
137	0.9298245614035088	0.05263157894736842	0.0	0.017543859649122806	0.17543859649122806
138	0.84375	0.125	0.0	0.03125	0.09375
139	0.9310344827586207	0.034482758620689655	0.034482758620689655	0.0	0.06896551724137931
140	0.6458333333333334	0.16666666666666666	0.10416666666666667	0.08333333333333333	0.14583333333333334
141	0.9772727272727273	0.0	0.022727272727272728	0.0	0.4090909090909091
142	0.8928571428571429	0.08928571428571429	0.017857142857142856	0.0	0.30357142857142855
143	0.8571428571428571	0.14285714285714285	0.0	0.0	0.0
144	0.8333333333333334	0.08333333333333333	0.0	0.08333333333333333	0.16666666666666666
145	0.9583333333333334	0.041666666666666664	0.0	0.0	0.041666666666666664
146	0.8596491228070176	0.08771929824561403	0.017543859649122806	0.03508771929824561	0.38596491228070173
147	0.0	0.2857142857142857	0.5714285714285714	0.14285714285714285	0.42857142857142855
148	0.6666666666666666	0.3333333333333333	0.0	0.0	0.0
149	0.6666666666666666	0.16666666666666666	0.0	0.16666666666666666	0.3333333333333333
150	0.9827586206896551	0.017241379310344827	0.0	0.0	0.27586206896551724
151	0.0	0.5	0.0	0.5	0.0
152	0.8	0.0	0.0	0.2	0.2
153	0.6666666666666666	0.1	0.2	0.03333333333333333	0.21666666666666667
154	0.8431372549019608	0.0784313725490196	0.0196078431372549	0.058823529411764705	0.17647058823529413
155	0.9193548387096774	0.03225806451612903	0.0	0.04838709677419355	0.1935483870967742
156	0.5	0.0	0.5	0.0	0.5
157	0.95	0.016666666666666666	0.016666666666666666	0.016666666666666666	0.23333333333333334
158	0.8076923076923077	0.07692307692307693	0.0	0.11538461538461539	0.1346153846153846
159	0.7777777777777778	0.0	0.2222222222222222	0.0	0.0
160	0.75	0.0	0.25	0.0	0.25
161	0.9482758620689655	0.0	0.05172413793103448	0.0	0.29310344827586204
162	0.9166666666666666	0.08333333333333333	0.0	0.0	0.3888888888888889
163	0.25	0.75	0.0	0.0	0.25
164	0.7777777777777778	0.037037037037037035	0.1111111111111111	0.07407407407407407	0.18518518518518517
165	0.8947368421052632	0.05263157894736842	0.0	0.05263157894736842	0.2631578947368421
166	0.8181818181818182	0.18181818181818182	0.0	0.0	0.0
167	0.9682539682539683	0.015873015873015872	0.015873015873015872	0.0	0.3492063492063492
168	0.96	0.04	0.0	0.0	0.18
169	0.5	0.0	0.5	0.0	0.0
170	0.8620689655172413	0.06896551724137931	0.06896551724137931	0.0	0.1206896551724138
171	0.6666666666666666	0.0	0.3333333333333333	0.0	0.0
172	0.875	0.125	0.0	0.0	0.125
173	0.918918918918919	0.02702702702702703	0.0	0.05405405405405406	0.40540540540540543
174	0.6666666666666666	0.0	0.3333333333333333	0.0	0.3333333333333333
175	0.9682539682539683	0.015873015873015872	0.0	0.015873015873015872	0.2698412698412698
176	0.8333333333333334	0.08333333333333333	0.08333333333333333	0.0	0.3333333333333333
177	0.5	0.0	0.0	0.5	0.0
178	0.8043478260869565	0.15217391304347827	0.043478260869565216	0.0	0.21739130434782608
179	0.8113207547169812	0.09433962264150944	0.07547169811320754	0.018867924528301886	0.1320754716981132
180	0.9333333333333333	0.06666666666666667	0.0	0.0	0.0
181	0.4482758620689655	0.1206896551724138	0.1206896551724138	0.3103448275862069	0.27586206896551724
182	0.7777777777777778	0.18518518518518517	0.037037037037037035	0.0	0.12962962962962962
183	0.8888888888888888	0.09259259259259259	0.018518518518518517	0.0	0.16666666666666666
184	0.9803921568627451	0.0196078431372549	0.0	0.0	0.058823529411764705
185	0.7796610169491526	0.0847457627118644	0.0847457627118644	0.05084745762711865	0.2033898305084746
186	0.574468085106383	0.1276595744680851	0.2978723404255319	0.0	0.19148936170212766
187	0.9333333333333333	0.06666666666666667	0.0	0.0	0.06666666666666667
188	0.8571428571428571	0.047619047619047616	0.047619047619047616	0.047619047619047616	0.19047619047619047
189	0.47619047619047616	0.47619047619047616	0.0	0.047619047619047616	0.047619047619047616
190	0.8	0.0	0.0	0.2	0.4
191	0.5	0.5	0.0	0.0	0.0
192	0.975	0.025	0.0	0.0	0.05
193	0.7407407407407407	0.2222222222222222	0.0	0.037037037037037035	0.07407407407407407
194	0.3333333333333333	0.0	0.0	0.6666666666666666	0.0
195	0.9814814814814815	0.018518518518518517	0.0	0.0	0.2777777777777778
196	0.75	0.25	0.0	0.0	0.5
197	0.5714285714285714	0.0	0.42857142857142855	0.0	0.42857142857142855
198	0.8048780487804879	0.15853658536585366	0.036585365853658534	0.0	0.10975609756097561
199	0.44642857142857145	0.14285714285714285	0.21428571428571427	0.19642857142857142	0.17857142857142858
200	0.8936170212765957	0.06382978723404255	0.0425531914893617	0.0	0.19148936170212766
201	0.5	0.5	0.0	0.0	0.0
202	0.9344262295081968	0.06557377049180328	0.0	0.0	0.13114754098360656
203	0.25	0.5	0.0	0.25	0.5
204	0.5	0.4	0.0	0.1	0.1
205	0.5	0.0	0.0	0.5	1.0
206	0.7272727272727273	0.13636363636363635	0.09090909090909091	0.045454545454545456	0.6363636363636364
207	0.7272727272727273	0.05454545454545454	0.18181818181818182	0.03636363636363636	0.2727272727272727
208	0.25	0.21428571428571427	0.14285714285714285	0.39285714285714285	0.16071428571428573
209	0.9787234042553191	0.02127659574468085	0.0	0.0	0.06382978723404255
210	0.6153846153846154	0.07692307692307693	0.2692307692307692	0.038461538461538464	0.38461538461538464
211	0.9814814814814815	0.0	0.018518518518518517	0.0	0.16666666666666666
212	0.9777777777777777	0.022222222222222223	0.0	0.0	0.1111111111111111
213	0.8412698412698413	0.031746031746031744	0.09523809523809523	0.031746031746031744	0.3333333333333333
214	0.9056603773584906	0.018867924528301886	0.07547169811320754	0.0	0.39622641509433965
215	0.5952380952380952	0.11904761904761904	0.11904761904761904	0.16666666666666666	0.14285714285714285
216	0.9629629629629629	0.0	0.037037037037037035	0.0	0.3333333333333333
217	0.9803921568627451	0.0196078431372549	0.0	0.0	0.17647058823529413
218	0.75	0.0	0.0	0.25	0.0
219	0.9795918367346939	0.02040816326530612	0.0	0.0	0.12244897959183673
220	0.9710144927536232	0.014492753623188406	0.014492753623188406	0.0	0.2753623188405797
221	0.9565217391304348	0.043478260869565216	0.0	0.0	0.13043478260869565
222	0.5	0.0	0.0	0.5	0.0
223	0.9833333333333333	0.0	0.0	0.016666666666666666	0.2833333333333333
224	0.75	0.0	0.25	0.0	0.5
225	0.9791666666666666	0.0	0.020833333333333332	0.0	0.3958333333333333
226	0.9655172413793104	0.0	0.034482758620689655	0.0	0.2413793103448276
227	0.8	0.0	0.0	0.2	0.2
228	0.8909090909090909	0.01818181818181818	0.07272727272727272	0.01818181818181818	0.38181818181818183
229	0.75	0.25	0.0	0.0	0.0
230	0.6521739130434783	0.17391304347826086	0.0	0.17391304347826086	0.2608695652173913
231	0.9047619047619048	0.047619047619047616	0.047619047619047616	0.0	0.38095238095238093
232	0.5	0.0	0.0	0.5	0.5
233	0.9636363636363636	0.0	0.03636363636363636	0.0	0.32727272727272727
234	0.9285714285714286	0.047619047619047616	0.0	0.023809523809523808	0.07142857142857142
235	0.9365079365079365	0.015873015873015872	0.015873015873015872	0.031746031746031744	0.38095238095238093
236	0.7777777777777778	0.05555555555555555	0.16666666666666666	0.0	0.35185185185185186
237	0.8888888888888888	0.0	0.0	0.1111111111111111	0.1111111111111111
238	0.7659574468085106	0.0851063829787234	0.10638297872340426	0.0425531914893617	0.0851063829787234
239	0.9473684210526315	0.05263157894736842	0.0	0.0	0.10526315789473684
240	0.7142857142857143	0.14285714285714285	0.0	0.14285714285714285	0.42857142857142855
241	0.967741935483871	0.03225806451612903	0.0	0.0	0.14516129032258066
242	0.9285714285714286	0.0	0.03571428571428571	0.03571428571428571	0.17857142857142858
243	0.5	0.0	0.0	0.5	1.0
244	0.9666666666666667	0.03333333333333333	0.0	0.0	0.16666666666666666
245	0.9736842105263158	0.02631578947368421	0.0	0.0	0.18421052631578946
246	0.75	0.25	0.0	0.0	0.0
247	0.5	0.5	0.0	0.0	0.5
248	0.9807692307692307	0.019230769230769232	0.0	0.0	0.19230769230769232
249	0.9473684210526315	0.0	0.05263157894736842	0.0	0.0
250	0.875	0.125	0.0	0.0	0.125
251	0.0	0.3333333333333333	0.0	0.6666666666666666	0.0
252	0.3333333333333333	0.6666666666666666	0.0	0.0	0.3333333333333333
253	0.6666666666666666	0.0	0.0	0.3333333333333333	0.0
254	0.9722222222222222	0.0	0.027777777777777776	0.0	0.1111111111111111
255	0.7	0.1	0.0	0.2	0.0
256	0.9245283018867925	0.07547169811320754	0.0	0.0	0.0
257	0.9423076923076923	0.0	0.057692307692307696	0.0	0.23076923076923078
258	0.9818181818181818	0.01818181818181818	0.0	0.0	0.10909090909090909
259	0.5714285714285714	0.2857142857142857	0.0	0.14285714285714285	0.5714285714285714
260	0.8333333333333334	0.16666666666666666	0.0	0.0	0.0
261	0.75	0.017857142857142856	0.07142857142857142	0.16071428571428573	0.21428571428571427
262	0.8	0.2	0.0	0.0	0.2
263	0.7	0.13333333333333333	0.1	0.06666666666666667	0.1
264	0.9166666666666666	0.0	0.0	0.08333333333333333	0.08333333333333333
265	0.8771929824561403	0.12280701754385964	0.0	0.0	0.15789473684210525
266	0.6666666666666666	0.3333333333333333	0.0	0.0	0.16666666666666666
267	0.9821428571428571	0.0	0.017857142857142856	0.0	0.2857142857142857
268	0.875	0.0	0.0	0.125	0.125
269	0.875	0.0	0.0	0.125	0.3125
270	0.975609756097561	0.0	0.024390243902439025	0.0	0.0975609756097561
271	0.8260869565217391	0.10869565217391304	0.06521739130434782	0.0	0.21739130434782608
272	0.9574468085106383	0.0425531914893617	0.0	0.0	0.2765957446808511
273	0.9696969696969697	0.0	0.0	0.030303030303030304	0.3939393939393939
274	0.9333333333333333	0.0	0.03333333333333333	0.03333333333333333	0.23333333333333334
275	0.6666666666666666	0.3076923076923077	0.02564102564102564	0.0	0.1282051282051282
276	0.6136363636363636	0.18181818181818182	0.09090909090909091	0.11363636363636363	0.2727272727272727
277	0.8947368421052632	0.05263157894736842	0.0	0.05263157894736842	0.15789473684210525
278	0.8	0.2	0.0	0.0	0.0
279	0.9433962264150944	0.0	0.018867924528301886	0.03773584905660377	0.3584905660377358
280	0.6530612244897959	0.16326530612244897	0.14285714285714285	0.04081632653061224	0.22448979591836735
281	0.8064516129032258	0.12903225806451613	0.0	0.06451612903225806	0.16129032258064516
282	0.5	0.0	0.0	0.5	0.5
283	0.9259259259259259	0.07407407407407407	0.0	0.0	0.07407407407407407
284	0.7058823529411765	0.0	0.23529411764705882	0.058823529411764705	0.17647058823529413
285	0.855072463768116	0.14492753623188406	0.0	0.0	0.21739130434782608
286	0.875	0.0	0.05	0.075	0.6
287	0.8974358974358975	0.07692307692307693	0.0	0.02564102564102564	0.05128205128205128
288	0.6	0.2	0.2	0.0	0.2
289	0.9722222222222222	0.027777777777777776	0.0	0.0	0.2777777777777778
290	0.9285714285714286	0.0	0.07142857142857142	0.0	0.07142857142857142
291	0.9782608695652174	0.021739130434782608	0.0	0.0	0.10869565217391304
292	0.8	0.0	0.2	0.0	0.0
293	0.9183673469387755	0.02040816326530612	0.061224489795918366	0.0	0.42857142857142855
294	0.9818181818181818	0.0	0.0	0.01818181818181818	0.21818181818181817
295	0.46153846153846156	0.07692307692307693	0.3076923076923077	0.15384615384615385	0.15384615384615385
296	0.8	0.2	0.0	0.0	0.0
297	0.6	0.4	0.0	0.0	0.0
298	0.8	0.0	0.0	0.2	0.0
299	0.9545454545454546	0.045454545454545456	0.0	0.0	0.06818181818181818
300	0.7857142857142857	0.21428571428571427	0.0	0.0	0.0
301	0.9375	0.015625	0.0	0.046875	0.140625
302	0.5	0.5	0.0	0.0	0.0
303	0.8571428571428571	0.0	0.0	0.14285714285714285	0.42857142857142855
304	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.0	0.3333333333333333
305	0.8333333333333334	0.0	0.0	0.16666666666666666	0.0
306	0.8	0.0	0.2	0.0	0.4
307	0.9523809523809523	0.047619047619047616	0.0	0.0	0.0
308	0.8392857142857143	0.14285714285714285	0.017857142857142856	0.0	0.19642857142857142
309	0.9142857142857143	0.02857142857142857	0.0	0.05714285714285714	0.05714285714285714
310	0.8333333333333334	0.16666666666666666	0.0	0.0	0.16666666666666666
311	0.574468085106383	0.3404255319148936	0.0851063829787234	0.0	0.14893617021276595
312	0.625	0.375	0.0	0.0	0.0
313	0.98	0.02	0.0	0.0	0.08
314	0.8333333333333334	0.0	0.0	0.16666666666666666	0.3333333333333333
315	0.9682539682539683	0.0	0.0	0.031746031746031744	0.12698412698412698
316	0.9272727272727272	0.01818181818181818	0.0	0.05454545454545454	0.18181818181818182
317	0.9761904761904762	0.0	0.023809523809523808	0.0	0.14285714285714285
318	0.8958333333333334	0.041666666666666664	0.0625	0.0	0.08333333333333333
319	0.9827586206896551	0.017241379310344827	0.0	0.0	0.20689655172413793
320	0.6666666666666666	0.16666666666666666	0.0	0.16666666666666666	0.0
321	0.8888888888888888	0.1111111111111111	0.0	0.0	0.1111111111111111
322	0.9473684210526315	0.05263157894736842	0.0	0.0	0.15789473684210525
323	0.9743589743589743	0.02564102564102564	0.0	0.0	0.3076923076923077
324	0.8571428571428571	0.0	0.14285714285714285	0.0	0.14285714285714285
325	0.9833333333333333	0.016666666666666666	0.0	0.0	0.25
326	0.6666666666666666	0.0	0.3333333333333333	0.0	0.3333333333333333
327	0.7586206896551724	0.06896551724137931	0.06896551724137931	0.10344827586206896	0.13793103448275862
328	0.8524590163934426	0.06557377049180328	0.04918032786885246	0.03278688524590164	0.2459016393442623
329	0.9607843137254902	0.0392156862745098	0.0	0.0	0.1568627450980392
330	0.8	0.08333333333333333	0.11666666666666667	0.0	0.2
331	0.6666666666666666	0.08771929824561403	0.14035087719298245	0.10526315789473684	0.2631578947368421
332	0.6666666666666666	0.0	0.3333333333333333	0.0	0.0
333	0.8235294117647058	0.058823529411764705	0.11764705882352941	0.0	0.47058823529411764
334	0.9259259259259259	0.037037037037037035	0.037037037037037035	0.0	0.2222222222222222
335	0.8888888888888888	0.1111111111111111	0.0	0.0	0.0
336	0.6666666666666666	0.3333333333333333	0.0	0.0	0.0
337	0.7142857142857143	0.14285714285714285	0.14285714285714285	0.0	0.0
338	0.8181818181818182	0.09090909090909091	0.0	0.09090909090909091	0.09090909090909091
339	0.9714285714285714	0.02857142857142857	0.0	0.0	0.2714285714285714
340	0.9183673469387755	0.02040816326530612	0.061224489795918366	0.0	0.32653061224489793
341	0.8571428571428571	0.0	0.0	0.14285714285714285	0.0
342	0.9857142857142858	0.014285714285714285	0.0	0.0	0.2
343	0.9183673469387755	0.02040816326530612	0.02040816326530612	0.04081632653061224	0.16326530612244897
344	0.5454545454545454	0.15151515151515152	0.06060606060606061	0.24242424242424243	0.06060606060606061
345	0.6792452830188679	0.05660377358490566	0.24528301886792453	0.018867924528301886	0.32075471698113206
346	0.8253968253968254	0.031746031746031744	0.015873015873015872	0.12698412698412698	0.30158730158730157
347	0.5	0.5	0.0	0.0	0.0
348	0.6829268292682927	0.07317073170731707	0.1951219512195122	0.04878048780487805	0.1951219512195122
349	0.96	0.0	0.04	0.0	0.0
350	0.5	0.5	0.0	0.0	0.0
351	0.875	0.0	0.0	0.125	0.0
352	0.75	0.25	0.0	0.0	0.0
353	0.7884615384615384	0.0	0.17307692307692307	0.038461538461538464	0.34615384615384615
354	0.6666666666666666	0.3333333333333333	0.0	0.0	0.0
355	0.9761904761904762	0.023809523809523808	0.0	0.0	0.023809523809523808
356	0.9183673469387755	0.04081632653061224	0.04081632653061224	0.0	0.12244897959183673
357	0.5714285714285714	0.39285714285714285	0.017857142857142856	0.017857142857142856	0.10714285714285714
358	0.9375	0.0	0.0625	0.0	0.0625
359	0.375	0.375	0.125	0.125	0.25
360	0.9565217391304348	0.014492753623188406	0.0	0.028985507246376812	0.2028985507246377
361	0.84	0.04	0.04	0.08	0.12
362	0.8181818181818182	0.09090909090909091	0.0	0.09090909090909091	0.0
363	0.5	0.0	0.0	0.5	0.0
364	0.5	0.5	0.0	0.0	0.0
365	0.8888888888888888	0.0	0.1111111111111111	0.0	0.3333333333333333
